Hour,Series,Parallel,Total Capacity (kWh),Effective Capacity (kWh),Effective Load (kW),Length of Discharge (hours),Total Cost ($)
8,7,8,20.72,18.648,2.5555782580045996,7.296978655061964,3108.0
9,7,8,20.72,18.648,2.6984695815201416,6.9105837352055435,3108.0
10,7,8,20.72,18.648,0.0,inf,3108.0
11,7,8,20.72,18.648,4.521797588762503,4.124023606528453,3108.0
12,7,8,20.72,18.648,0.0,inf,3108.0
13,7,8,20.72,18.648,0.0,inf,3108.0
14,7,8,20.72,18.648,3.4409289115156465,5.41946680083722,3108.0
15,7,8,20.72,18.648,0.0,inf,3108.0
16,7,8,20.72,18.648,0.0,inf,3108.0
17,7,8,20.72,18.648,5.71595485232165,3.2624470419716034,3108.0
18,7,8,20.72,18.648,3.9256390768376175,4.75030934708911,3108.0
19,7,8,20.72,18.648,0.0,inf,3108.0
20,7,8,20.72,18.648,4.4017606040566335,4.236486641916447,3108.0
21,7,8,20.72,18.648,0.0,inf,3108.0
22,7,8,20.72,18.648,0.0,inf,3108.0
23,7,8,20.72,18.648,0.28544065307764477,65.33056801452673,3108.0
0,7,9,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
1,7,9,23.310000000000002,20.979000000000003,1.9438815668528129,10.792324160964943,3496.5000000000005
2,7,9,23.310000000000002,20.979000000000003,5.062671819539148,4.1438593588137635,3496.5000000000005
3,7,9,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
4,7,9,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
5,7,9,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
6,7,9,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
7,7,9,23.310000000000002,20.979000000000003,4.435640284987604,4.729644121729909,3496.5000000000005
8,7,9,23.310000000000002,20.979000000000003,2.5555782580045996,8.20910098694471,3496.5000000000005
9,7,9,23.310000000000002,20.979000000000003,2.6984695815201416,7.774406702106237,3496.5000000000005
10,7,9,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
11,7,9,23.310000000000002,20.979000000000003,4.521797588762503,4.63952655734451,3496.5000000000005
12,7,9,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
13,7,9,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
14,7,9,23.310000000000002,20.979000000000003,3.4409289115156465,6.096900150941874,3496.5000000000005
15,7,9,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
16,7,9,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
17,7,9,23.310000000000002,20.979000000000003,5.71595485232165,3.6702529222180544,3496.5000000000005
18,7,9,23.310000000000002,20.979000000000003,3.9256390768376175,5.344098015475249,3496.5000000000005
19,7,9,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
20,7,9,23.310000000000002,20.979000000000003,4.4017606040566335,4.7660474721560036,3496.5000000000005
21,7,9,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
22,7,9,23.310000000000002,20.979000000000003,0.0,inf,3496.5000000000005
23,7,9,23.310000000000002,20.979000000000003,0.28544065307764477,73.49688901634258,3496.5000000000005
0,7,10,25.900000000000002,23.310000000000002,0.0,inf,3885.0000000000005
1,7,10,25.900000000000002,23.310000000000002,1.9438815668528129,11.991471289961048,3885.0000000000005
2,7,10,25.900000000000002,23.310000000000002,5.062671819539148,4.604288176459737,3885.0000000000005
3,7,10,25.900000000000002,23.310000000000002,0.0,inf,3885.0000000000005
4,7,10,25.900000000000002,23.310000000000002,0.0,inf,3885.0000000000005
5,7,10,25.900000000000002,23.310000000000002,0.0,inf,3885.0000000000005
6,7,10,25.900000000000002,23.310000000000002,0.0,inf,3885.0000000000005
7,7,10,25.900000000000002,23.310000000000002,4.435640284987604,5.255160135255455,3885.0000000000005
8,7,10,25.900000000000002,23.310000000000002,2.5555782580045996,9.121223318827456,3885.0000000000005
9,7,10,25.900000000000002,23.310000000000002,2.6984695815201416,8.63822966900693,3885.0000000000005
10,7,10,25.900000000000002,23.310000000000002,0.0,inf,3885.0000000000005
11,7,10,25.900000000000002,23.310000000000002,4.521797588762503,5.155029508160567,3885.0000000000005
12,7,10,25.900000000000002,23.310000000000002,0.0,inf,3885.0000000000005
13,7,10,25.900000000000002,23.310000000000002,0.0,inf,3885.0000000000005
14,7,10,25.900000000000002,23.310000000000002,3.4409289115156465,6.774333501046526,3885.0000000000005
15,7,10,25.900000000000002,23.310000000000002,0.0,inf,3885.0000000000005
16,7,10,25.900000000000002,23.310000000000002,0.0,inf,3885.0000000000005
17,7,10,25.900000000000002,23.310000000000002,5.71595485232165,4.078058802464505,3885.0000000000005
18,7,10,25.900000000000002,23.310000000000002,3.9256390768376175,5.937886683861389,3885.0000000000005
19,7,10,25.900000000000002,23.310000000000002,0.0,inf,3885.0000000000005
20,7,10,25.900000000000002,23.310000000000002,4.4017606040566335,5.29560830239556,3885.0000000000005
21,7,10,25.900000000000002,23.310000000000002,0.0,inf,3885.0000000000005
22,7,10,25.900000000000002,23.310000000000002,0.0,inf,3885.0000000000005
23,7,10,25.900000000000002,23.310000000000002,0.28544065307764477,81.66321001815842,3885.0000000000005
0,8,1,2.96,2.664,0.0,inf,444.0
1,8,1,2.96,2.664,1.9438815668528129,1.3704538617098339,444.0
2,8,1,2.96,2.664,5.062671819539148,0.52620436302397,444.0
3,8,1,2.96,2.664,0.0,inf,444.0
4,8,1,2.96,2.664,0.0,inf,444.0
5,8,1,2.96,2.664,0.0,inf,444.0
6,8,1,2.96,2.664,0.0,inf,444.0
7,8,1,2.96,2.664,4.435640284987604,0.6005897297434805,444.0
8,8,1,2.96,2.664,2.5555782580045996,1.0424255221517091,444.0
9,8,1,2.96,2.664,2.6984695815201416,0.9872262478865063,444.0
10,8,1,2.96,2.664,0.0,inf,444.0
11,8,1,2.96,2.664,4.521797588762503,0.5891462295040647,444.0
12,8,1,2.96,2.664,0.0,inf,444.0
13,8,1,2.96,2.664,0.0,inf,444.0
14,8,1,2.96,2.664,3.4409289115156465,0.7742095429767458,444.0
15,8,1,2.96,2.664,0.0,inf,444.0
16,8,1,2.96,2.664,0.0,inf,444.0
17,8,1,2.96,2.664,5.71595485232165,0.46606386313880055,444.0
18,8,1,2.96,2.664,3.9256390768376175,0.6786156210127301,444.0
19,8,1,2.96,2.664,0.0,inf,444.0
20,8,1,2.96,2.664,4.4017606040566335,0.6052123774166354,444.0
21,8,1,2.96,2.664,0.0,inf,444.0
22,8,1,2.96,2.664,0.0,inf,444.0
23,8,1,2.96,2.664,0.28544065307764477,9.332938287789533,444.0
0,8,2,5.92,5.328,0.0,inf,888.0
1,8,2,5.92,5.328,1.9438815668528129,2.7409077234196677,888.0
2,8,2,5.92,5.328,5.062671819539148,1.05240872604794,888.0
3,8,2,5.92,5.328,0.0,inf,888.0
4,8,2,5.92,5.328,0.0,inf,888.0
5,8,2,5.92,5.328,0.0,inf,888.0
6,8,2,5.92,5.328,0.0,inf,888.0
7,8,2,5.92,5.328,4.435640284987604,1.201179459486961,888.0
8,8,2,5.92,5.328,2.5555782580045996,2.0848510443034183,888.0
9,8,2,5.92,5.328,2.6984695815201416,1.9744524957730125,888.0
10,8,2,5.92,5.328,0.0,inf,888.0
11,8,2,5.92,5.328,4.521797588762503,1.1782924590081294,888.0
12,8,2,5.92,5.328,0.0,inf,888.0
13,8,2,5.92,5.328,0.0,inf,888.0
14,8,2,5.92,5.328,3.4409289115156465,1.5484190859534916,888.0
15,8,2,5.92,5.328,0.0,inf,888.0
16,8,2,5.92,5.328,0.0,inf,888.0
17,8,2,5.92,5.328,5.71595485232165,0.9321277262776011,888.0
18,8,2,5.92,5.328,3.9256390768376175,1.3572312420254602,888.0
19,8,2,5.92,5.328,0.0,inf,888.0
20,8,2,5.92,5.328,4.4017606040566335,1.2104247548332707,888.0
21,8,2,5.92,5.328,0.0,inf,888.0
22,8,2,5.92,5.328,0.0,inf,888.0
23,8,2,5.92,5.328,0.28544065307764477,18.665876575579066,888.0
0,8,3,8.88,7.992000000000001,0.0,inf,1332.0000000000002
1,8,3,8.88,7.992000000000001,1.9438815668528129,4.111361585129502,1332.0000000000002
2,8,3,8.88,7.992000000000001,5.062671819539148,1.57861308907191,1332.0000000000002
3,8,3,8.88,7.992000000000001,0.0,inf,1332.0000000000002
4,8,3,8.88,7.992000000000001,0.0,inf,1332.0000000000002
5,8,3,8.88,7.992000000000001,0.0,inf,1332.0000000000002
6,8,3,8.88,7.992000000000001,0.0,inf,1332.0000000000002
7,8,3,8.88,7.992000000000001,4.435640284987604,1.8017691892304415,1332.0000000000002
8,8,3,8.88,7.992000000000001,2.5555782580045996,3.127276566455128,1332.0000000000002
9,8,3,8.88,7.992000000000001,2.6984695815201416,2.961678743659519,1332.0000000000002
10,8,3,8.88,7.992000000000001,0.0,inf,1332.0000000000002
11,8,3,8.88,7.992000000000001,4.521797588762503,1.7674386885121942,1332.0000000000002
12,8,3,8.88,7.992000000000001,0.0,inf,1332.0000000000002
13,8,3,8.88,7.992000000000001,0.0,inf,1332.0000000000002
14,8,3,8.88,7.992000000000001,3.4409289115156465,2.3226286289302376,1332.0000000000002
15,8,3,8.88,7.992000000000001,0.0,inf,1332.0000000000002
16,8,3,8.88,7.992000000000001,0.0,inf,1332.0000000000002
17,8,3,8.88,7.992000000000001,5.71595485232165,1.3981915894164016,1332.0000000000002
18,8,3,8.88,7.992000000000001,3.9256390768376175,2.0358468630381905,1332.0000000000002
19,8,3,8.88,7.992000000000001,0.0,inf,1332.0000000000002
20,8,3,8.88,7.992000000000001,4.4017606040566335,1.8156371322499063,1332.0000000000002
21,8,3,8.88,7.992000000000001,0.0,inf,1332.0000000000002
22,8,3,8.88,7.992000000000001,0.0,inf,1332.0000000000002
23,8,3,8.88,7.992000000000001,0.28544065307764477,27.9988148633686,1332.0000000000002
0,8,4,11.84,10.656,0.0,inf,1776.0
1,8,4,11.84,10.656,1.9438815668528129,5.481815446839335,1776.0
2,8,4,11.84,10.656,5.062671819539148,2.10481745209588,1776.0
3,8,4,11.84,10.656,0.0,inf,1776.0
4,8,4,11.84,10.656,0.0,inf,1776.0
5,8,4,11.84,10.656,0.0,inf,1776.0
6,8,4,11.84,10.656,0.0,inf,1776.0
7,8,4,11.84,10.656,4.435640284987604,2.402358918973922,1776.0
8,8,4,11.84,10.656,2.5555782580045996,4.1697020886068366,1776.0
9,8,4,11.84,10.656,2.6984695815201416,3.948904991546025,1776.0
10,8,4,11.84,10.656,0.0,inf,1776.0
11,8,4,11.84,10.656,4.521797588762503,2.356584918016259,1776.0
12,8,4,11.84,10.656,0.0,inf,1776.0
13,8,4,11.84,10.656,0.0,inf,1776.0
14,8,4,11.84,10.656,3.4409289115156465,3.0968381719069833,1776.0
15,8,4,11.84,10.656,0.0,inf,1776.0
16,8,4,11.84,10.656,0.0,inf,1776.0
17,8,4,11.84,10.656,5.71595485232165,1.8642554525552022,1776.0
18,8,4,11.84,10.656,3.9256390768376175,2.7144624840509204,1776.0
19,8,4,11.84,10.656,0.0,inf,1776.0
20,8,4,11.84,10.656,4.4017606040566335,2.4208495096665414,1776.0
21,8,4,11.84,10.656,0.0,inf,1776.0
22,8,4,11.84,10.656,0.0,inf,1776.0
23,8,4,11.84,10.656,0.28544065307764477,37.33175315115813,1776.0
0,8,5,14.8,13.32,0.0,inf,2220.0
1,8,5,14.8,13.32,1.9438815668528129,6.852269308549169,2220.0
2,8,5,14.8,13.32,5.062671819539148,2.63102181511985,2220.0
3,8,5,14.8,13.32,0.0,inf,2220.0
4,8,5,14.8,13.32,0.0,inf,2220.0
5,8,5,14.8,13.32,0.0,inf,2220.0
6,8,5,14.8,13.32,0.0,inf,2220.0
7,8,5,14.8,13.32,4.435640284987604,3.0029486487174024,2220.0
8,8,5,14.8,13.32,2.5555782580045996,5.212127610758546,2220.0
9,8,5,14.8,13.32,2.6984695815201416,4.936131239432531,2220.0
10,8,5,14.8,13.32,0.0,inf,2220.0
11,8,5,14.8,13.32,4.521797588762503,2.9457311475203234,2220.0
12,8,5,14.8,13.32,0.0,inf,2220.0
13,8,5,14.8,13.32,0.0,inf,2220.0
14,8,5,14.8,13.32,3.4409289115156465,3.871047714883729,2220.0
15,8,5,14.8,13.32,0.0,inf,2220.0
16,8,5,14.8,13.32,0.0,inf,2220.0
17,8,5,14.8,13.32,5.71595485232165,2.3303193156940027,2220.0
18,8,5,14.8,13.32,3.9256390768376175,3.3930781050636503,2220.0
19,8,5,14.8,13.32,0.0,inf,2220.0
20,8,5,14.8,13.32,4.4017606040566335,3.0260618870831766,2220.0
21,8,5,14.8,13.32,0.0,inf,2220.0
22,8,5,14.8,13.32,0.0,inf,2220.0
23,8,5,14.8,13.32,0.28544065307764477,46.66469143894766,2220.0
0,8,6,17.76,15.984000000000002,0.0,inf,2664.0000000000005
1,8,6,17.76,15.984000000000002,1.9438815668528129,8.222723170259004,2664.0000000000005
2,8,6,17.76,15.984000000000002,5.062671819539148,3.15722617814382,2664.0000000000005
3,8,6,17.76,15.984000000000002,0.0,inf,2664.0000000000005
4,8,6,17.76,15.984000000000002,0.0,inf,2664.0000000000005
5,8,6,17.76,15.984000000000002,0.0,inf,2664.0000000000005
6,8,6,17.76,15.984000000000002,0.0,inf,2664.0000000000005
7,8,6,17.76,15.984000000000002,4.435640284987604,3.603538378460883,2664.0000000000005
8,8,6,17.76,15.984000000000002,2.5555782580045996,6.254553132910256,2664.0000000000005
9,8,6,17.76,15.984000000000002,2.6984695815201416,5.923357487319038,2664.0000000000005
10,8,6,17.76,15.984000000000002,0.0,inf,2664.0000000000005
11,8,6,17.76,15.984000000000002,4.521797588762503,3.5348773770243884,2664.0000000000005
12,8,6,17.76,15.984000000000002,0.0,inf,2664.0000000000005
13,8,6,17.76,15.984000000000002,0.0,inf,2664.0000000000005
14,8,6,17.76,15.984000000000002,3.4409289115156465,4.645257257860475,2664.0000000000005
15,8,6,17.76,15.984000000000002,0.0,inf,2664.0000000000005
16,8,6,17.76,15.984000000000002,0.0,inf,2664.0000000000005
17,8,6,17.76,15.984000000000002,5.71595485232165,2.7963831788328033,2664.0000000000005
18,8,6,17.76,15.984000000000002,3.9256390768376175,4.071693726076381,2664.0000000000005
19,8,6,17.76,15.984000000000002,0.0,inf,2664.0000000000005
20,8,6,17.76,15.984000000000002,4.4017606040566335,3.6312742644998126,2664.0000000000005
21,8,6,17.76,15.984000000000002,0.0,inf,2664.0000000000005
22,8,6,17.76,15.984000000000002,0.0,inf,2664.0000000000005
23,8,6,17.76,15.984000000000002,0.28544065307764477,55.9976297267372,2664.0000000000005
0,8,7,20.72,18.648,0.0,inf,3108.0
1,8,7,20.72,18.648,1.9438815668528129,9.593177031968837,3108.0
2,8,7,20.72,18.648,5.062671819539148,3.6834305411677897,3108.0
3,8,7,20.72,18.648,0.0,inf,3108.0
4,8,7,20.72,18.648,0.0,inf,3108.0
5,8,7,20.72,18.648,0.0,inf,3108.0
6,8,7,20.72,18.648,0.0,inf,3108.0
7,8,7,20.72,18.648,4.435640284987604,4.204128108204364,3108.0
8,8,7,20.72,18.648,2.5555782580045996,7.296978655061964,3108.0
9,8,7,20.72,18.648,2.6984695815201416,6.9105837352055435,3108.0
10,8,7,20.72,18.648,0.0,inf,3108.0
11,8,7,20.72,18.648,4.521797588762503,4.124023606528453,3108.0
12,8,7,20.72,18.648,0.0,inf,3108.0
13,8,7,20.72,18.648,0.0,inf,3108.0
14,8,7,20.72,18.648,3.4409289115156465,5.41946680083722,3108.0
15,8,7,20.72,18.648,0.0,inf,3108.0
16,8,7,20.72,18.648,0.0,inf,3108.0
17,8,7,20.72,18.648,5.71595485232165,3.2624470419716034,3108.0
18,8,7,20.72,18.648,3.9256390768376175,4.75030934708911,3108.0
19,8,7,20.72,18.648,0.0,inf,3108.0
20,8,7,20.72,18.648,4.4017606040566335,4.236486641916447,3108.0
21,8,7,20.72,18.648,0.0,inf,3108.0
22,8,7,20.72,18.648,0.0,inf,3108.0
23,8,7,20.72,18.648,0.28544065307764477,65.33056801452673,3108.0
0,8,8,23.68,21.312,0.0,inf,3552.0
1,8,8,23.68,21.312,1.9438815668528129,10.96363089367867,3552.0
2,8,8,23.68,21.312,5.062671819539148,4.20963490419176,3552.0
3,8,8,23.68,21.312,0.0,inf,3552.0
4,8,8,23.68,21.312,0.0,inf,3552.0
5,8,8,23.68,21.312,0.0,inf,3552.0
6,8,8,23.68,21.312,0.0,inf,3552.0
7,8,8,23.68,21.312,4.435640284987604,4.804717837947844,3552.0
8,8,8,23.68,21.312,2.5555782580045996,8.339404177213673,3552.0
9,8,8,23.68,21.312,2.6984695815201416,7.89780998309205,3552.0
10,8,8,23.68,21.312,0.0,inf,3552.0
11,8,8,23.68,21.312,4.521797588762503,4.713169836032518,3552.0
12,8,8,23.68,21.312,0.0,inf,3552.0
13,8,8,23.68,21.312,0.0,inf,3552.0
14,8,8,23.68,21.312,3.4409289115156465,6.193676343813967,3552.0
15,8,8,23.68,21.312,0.0,inf,3552.0
16,8,8,23.68,21.312,0.0,inf,3552.0
17,8,8,23.68,21.312,5.71595485232165,3.7285109051104044,3552.0
18,8,8,23.68,21.312,3.9256390768376175,5.428924968101841,3552.0
19,8,8,23.68,21.312,0.0,inf,3552.0
20,8,8,23.68,21.312,4.4017606040566335,4.841699019333083,3552.0
21,8,8,23.68,21.312,0.0,inf,3552.0
22,8,8,23.68,21.312,0.0,inf,3552.0
23,8,8,23.68,21.312,0.28544065307764477,74.66350630231626,3552.0
0,8,9,26.64,23.976000000000003,0.0,inf,3996.0
1,8,9,26.64,23.976000000000003,1.9438815668528129,12.334084755388506,3996.0
2,8,9,26.64,23.976000000000003,5.062671819539148,4.73583926721573,3996.0
3,8,9,26.64,23.976000000000003,0.0,inf,3996.0
4,8,9,26.64,23.976000000000003,0.0,inf,3996.0
5,8,9,26.64,23.976000000000003,0.0,inf,3996.0
6,8,9,26.64,23.976000000000003,0.0,inf,3996.0
7,8,9,26.64,23.976000000000003,4.435640284987604,5.405307567691325,3996.0
8,8,9,26.64,23.976000000000003,2.5555782580045996,9.381829699365383,3996.0
9,8,9,26.64,23.976000000000003,2.6984695815201416,8.885036230978557,3996.0
10,8,9,26.64,23.976000000000003,0.0,inf,3996.0
11,8,9,26.64,23.976000000000003,4.521797588762503,5.302316065536583,3996.0
12,8,9,26.64,23.976000000000003,0.0,inf,3996.0
13,8,9,26.64,23.976000000000003,0.0,inf,3996.0
14,8,9,26.64,23.976000000000003,3.4409289115156465,6.967885886790713,3996.0
15,8,9,26.64,23.976000000000003,0.0,inf,3996.0
16,8,9,26.64,23.976000000000003,0.0,inf,3996.0
17,8,9,26.64,23.976000000000003,5.71595485232165,4.194574768249205,3996.0
18,8,9,26.64,23.976000000000003,3.9256390768376175,6.107540589114571,3996.0
19,8,9,26.64,23.976000000000003,0.0,inf,3996.0
20,8,9,26.64,23.976000000000003,4.4017606040566335,5.4469113967497185,3996.0
21,8,9,26.64,23.976000000000003,0.0,inf,3996.0
22,8,9,26.64,23.976000000000003,0.0,inf,3996.0
23,8,9,26.64,23.976000000000003,0.28544065307764477,83.99644459010581,3996.0
0,8,10,29.6,26.64,0.0,inf,4440.0
1,8,10,29.6,26.64,1.9438815668528129,13.704538617098338,4440.0
2,8,10,29.6,26.64,5.062671819539148,5.2620436302397,4440.0
3,8,10,29.6,26.64,0.0,inf,4440.0
4,8,10,29.6,26.64,0.0,inf,4440.0
5,8,10,29.6,26.64,0.0,inf,4440.0
6,8,10,29.6,26.64,0.0,inf,4440.0
7,8,10,29.6,26.64,4.435640284987604,6.005897297434805,4440.0
8,8,10,29.6,26.64,2.5555782580045996,10.424255221517091,4440.0
9,8,10,29.6,26.64,2.6984695815201416,9.872262478865062,4440.0
10,8,10,29.6,26.64,0.0,inf,4440.0
11,8,10,29.6,26.64,4.521797588762503,5.891462295040647,4440.0
12,8,10,29.6,26.64,0.0,inf,4440.0
13,8,10,29.6,26.64,0.0,inf,4440.0
14,8,10,29.6,26.64,3.4409289115156465,7.742095429767458,4440.0
15,8,10,29.6,26.64,0.0,inf,4440.0
16,8,10,29.6,26.64,0.0,inf,4440.0
17,8,10,29.6,26.64,5.71595485232165,4.6606386313880055,4440.0
18,8,10,29.6,26.64,3.9256390768376175,6.7861562101273005,4440.0
19,8,10,29.6,26.64,0.0,inf,4440.0
20,8,10,29.6,26.64,4.4017606040566335,6.052123774166353,4440.0
21,8,10,29.6,26.64,0.0,inf,4440.0
22,8,10,29.6,26.64,0.0,inf,4440.0
23,8,10,29.6,26.64,0.28544065307764477,93.32938287789533,4440.0
0,9,1,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
1,9,1,3.3300000000000005,2.9970000000000003,1.9438815668528129,1.5417605944235633,499.50000000000006
2,9,1,3.3300000000000005,2.9970000000000003,5.062671819539148,0.5919799084019662,499.50000000000006
3,9,1,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
4,9,1,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
5,9,1,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
6,9,1,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
7,9,1,3.3300000000000005,2.9970000000000003,4.435640284987604,0.6756634459614156,499.50000000000006
8,9,1,3.3300000000000005,2.9970000000000003,2.5555782580045996,1.172728712420673,499.50000000000006
9,9,1,3.3300000000000005,2.9970000000000003,2.6984695815201416,1.1106295288723196,499.50000000000006
10,9,1,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
11,9,1,3.3300000000000005,2.9970000000000003,4.521797588762503,0.6627895081920728,499.50000000000006
12,9,1,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
13,9,1,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
14,9,1,3.3300000000000005,2.9970000000000003,3.4409289115156465,0.8709857358488391,499.50000000000006
15,9,1,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
16,9,1,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
17,9,1,3.3300000000000005,2.9970000000000003,5.71595485232165,0.5243218460311506,499.50000000000006
18,9,1,3.3300000000000005,2.9970000000000003,3.9256390768376175,0.7634425736393213,499.50000000000006
19,9,1,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
20,9,1,3.3300000000000005,2.9970000000000003,4.4017606040566335,0.6808639245937148,499.50000000000006
21,9,1,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
22,9,1,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
23,9,1,3.3300000000000005,2.9970000000000003,0.28544065307764477,10.499555573763226,499.50000000000006
0,9,2,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
1,9,2,6.660000000000001,5.994000000000001,1.9438815668528129,3.0835211888471266,999.0000000000001
2,9,2,6.660000000000001,5.994000000000001,5.062671819539148,1.1839598168039325,999.0000000000001
3,9,2,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
4,9,2,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
5,9,2,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
6,9,2,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
7,9,2,6.660000000000001,5.994000000000001,4.435640284987604,1.3513268919228312,999.0000000000001
8,9,2,6.660000000000001,5.994000000000001,2.5555782580045996,2.345457424841346,999.0000000000001
9,9,2,6.660000000000001,5.994000000000001,2.6984695815201416,2.221259057744639,999.0000000000001
10,9,2,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
11,9,2,6.660000000000001,5.994000000000001,4.521797588762503,1.3255790163841457,999.0000000000001
12,9,2,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
13,9,2,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
14,9,2,6.660000000000001,5.994000000000001,3.4409289115156465,1.7419714716976782,999.0000000000001
15,9,2,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
16,9,2,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
17,9,2,6.660000000000001,5.994000000000001,5.71595485232165,1.0486436920623012,999.0000000000001
18,9,2,6.660000000000001,5.994000000000001,3.9256390768376175,1.5268851472786427,999.0000000000001
19,9,2,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
20,9,2,6.660000000000001,5.994000000000001,4.4017606040566335,1.3617278491874296,999.0000000000001
21,9,2,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
22,9,2,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
23,9,2,6.660000000000001,5.994000000000001,0.28544065307764477,20.999111147526452,999.0000000000001
0,9,3,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
1,9,3,9.990000000000002,8.991000000000001,1.9438815668528129,4.62528178327069,1498.5000000000002
2,9,3,9.990000000000002,8.991000000000001,5.062671819539148,1.7759397252058988,1498.5000000000002
3,9,3,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
4,9,3,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
5,9,3,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
6,9,3,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
7,9,3,9.990000000000002,8.991000000000001,4.435640284987604,2.026990337884247,1498.5000000000002
8,9,3,9.990000000000002,8.991000000000001,2.5555782580045996,3.518186137262019,1498.5000000000002
9,9,3,9.990000000000002,8.991000000000001,2.6984695815201416,3.331888586616959,1498.5000000000002
10,9,3,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
11,9,3,9.990000000000002,8.991000000000001,4.521797588762503,1.9883685245762186,1498.5000000000002
12,9,3,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
13,9,3,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
14,9,3,9.990000000000002,8.991000000000001,3.4409289115156465,2.6129572075465175,1498.5000000000002
15,9,3,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
16,9,3,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
17,9,3,9.990000000000002,8.991000000000001,5.71595485232165,1.572965538093452,1498.5000000000002
18,9,3,9.990000000000002,8.991000000000001,3.9256390768376175,2.290327720917964,1498.5000000000002
19,9,3,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
20,9,3,9.990000000000002,8.991000000000001,4.4017606040566335,2.0425917737811448,1498.5000000000002
21,9,3,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
22,9,3,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
23,9,3,9.990000000000002,8.991000000000001,0.28544065307764477,31.498666721289677,1498.5000000000002
0,9,4,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
1,9,4,13.320000000000002,11.988000000000001,1.9438815668528129,6.167042377694253,1998.0000000000002
2,9,4,13.320000000000002,11.988000000000001,5.062671819539148,2.367919633607865,1998.0000000000002
3,9,4,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
4,9,4,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
5,9,4,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
6,9,4,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
7,9,4,13.320000000000002,11.988000000000001,4.435640284987604,2.7026537838456623,1998.0000000000002
8,9,4,13.320000000000002,11.988000000000001,2.5555782580045996,4.690914849682692,1998.0000000000002
9,9,4,13.320000000000002,11.988000000000001,2.6984695815201416,4.442518115489278,1998.0000000000002
10,9,4,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
11,9,4,13.320000000000002,11.988000000000001,4.521797588762503,2.6511580327682913,1998.0000000000002
